Shuffle,Fold,n_estimators,lr,depth,MSE,MSE_B,RMSE,RMSE_B,R-squared,R-squared_B,MAE,MAE_B,MAPE,MAPE_B
7,4,10,1,3,1999648.452,2535459.757,1414.089266,1592.312707,0.870020674,0.835192356,992.004996,1152.282443,14.99197311,12.5793664
7,5,10,1,3,2081963.1,2550830.501,1442.900932,1597.131961,0.864965811,0.834555508,1036.768439,1164.72639,7.46595E+12,2.88191E+12
8,1,10,1,3,1957353.019,2449884.547,1399.05433,1565.210704,0.870454778,0.837857129,1003.372293,1145.060656,13.16137305,11.8085078
8,2,10,1,3,2052067.138,2484125.782,1432.5038,1576.110968,0.866157334,0.837977028,995.1178114,1158.904454,1.53301E+13,5.8682E+12
8,3,10,1,3,1867998.949,2434418.882,1366.74758,1560.26244,0.882526433,0.846905766,977.9467987,1123.207895,4.01095E+12,1.34594E+12
8,4,10,1,3,2060794.413,2448324.283,1435.54673,1564.712205,0.858131084,0.831452808,1003.439735,1153.792397,2.77017E+12,1.33071E+12
8,5,10,1,3,2134719.317,2572400.068,1461.067869,1603.87034,0.866636353,0.839292851,1017.493166,1171.146751,8.48274E+12,2.65903E+12
9,1,10,1,3,2002272.587,2355600.008,1415.016815,1534.796406,0.865587347,0.841868461,1009.393972,1138.874065,7.70107E+12,2.72069E+12
9,2,10,1,3,1922735.311,2533869.974,1386.627315,1591.813423,0.873238493,0.832947793,984.8719719,1155.564178,12.98777417,11.63361138
9,3,10,1,3,2029251.93,2681285.658,1424.518139,1637.463178,0.871603307,0.83034723,1016.481174,1174.503937,3.41875E+12,1.62675E+12
9,4,10,1,3,1873322.365,2508774.496,1368.693671,1583.911139,0.877179037,0.835516778,972.166054,1168.815445,3.88411E+12,1.40446E+12
9,5,10,1,3,2050034.067,2309551.244,1431.794003,1519.720778,0.869847764,0.853371579,1010.579249,1114.339626,1.08141E+13,5.453E+12
10,1,10,1,3,1908748.654,2497129.246,1381.574701,1580.230757,0.874021142,0.835187577,986.2788383,1157.453869,2.70515E+12,1.33024E+12
10,2,10,1,3,2145794.977,2300640.181,1464.853227,1516.786136,0.856204084,0.84582746,1010.326611,1127.648375,1.55258E+13,5.4971E+12
10,3,10,1,3,1898110.723,2496356.013,1377.719392,1579.98608,0.872354094,0.832122741,981.7097137,1152.591719,3.70471E+12,1.40395E+12
10,4,10,1,3,2055019.649,2562192.361,1433.533972,1600.684966,0.872211677,0.8406739,1034.959489,1163.661688,3.57579E+12,1.34489E+12
10,5,10,1,3,2037010.42,2532862.269,1427.23874,1591.496864,0.871315952,0.839991506,1007.676195,1150.752749,3.63666E+12,1.62733E+12
1,1,10,1,4,1658890.297,2561519.826,1287.979153,1600.474875,0.889952636,0.830074054,889.2044305,1179.94434,6.98055E+12,2.72069E+12
1,2,10,1,4,1703604.011,2357232.627,1305.221824,1535.328182,0.888882031,0.846248952,878.3308086,1107.778047,3.87996E+12,2.67465E+12
1,3,10,1,4,1735409.797,2517434.469,1317.349535,1586.642515,0.88780475,0.837246401,894.0307555,1153.791853,1.14214E+13,4.37665E+12
1,4,10,1,4,1505754.3,2468380.509,1227.091806,1571.108051,0.904949221,0.844183417,858.1590143,1155.781088,11.74395409,11.72050115
1,5,10,1,4,1580705.603,2484561.957,1257.261151,1576.249332,0.895721585,0.8360946,882.8022002,1154.811709,3.54034E+12,1.43098E+12
2,1,10,1,4,1753766.78,2540958.003,1324.298599,1594.038269,0.885077488,0.833493666,884.5202886,1165.424087,1.23707E+13,4.30293E+12
2,2,10,1,4,1461489.15,2572295.482,1208.920655,1603.837735,0.908537183,0.839020776,853.1546778,1169.131632,3.61755E+12,1.40395E+12
2,3,10,1,4,1578342.572,2439840.564,1256.321046,1561.9989,0.898039077,0.84238631,853.7665819,1151.473161,8.44442E+12,2.77488E+12
2,4,10,1,4,1452660.947,2317091.729,1205.26385,1522.199635,0.902224732,0.844041883,822.5376483,1109.507874,10.60077165,11.30816362
2,5,10,1,4,1797954.711,2518901.902,1340.878336,1587.104881,0.882457975,0.835325757,903.1336828,1156.554402,7.69508E+12,2.72166E+12
3,1,10,1,4,1562362.1,2422130.224,1249.944839,1556.319448,0.89867371,0.842913836,875.0708888,1132.545621,12.45609321,12.16165702
3,2,10,1,4,1585318.304,2478811.495,1259.094239,1574.424179,0.895662348,0.836857134,869.7329124,1140.073835,3.57364E+12,1.43047E+12
3,3,10,1,4,1554915.071,2348037.962,1246.962337,1532.330892,0.902930495,0.853417793,853.1877773,1128.383862,11.63291382,11.94293953
3,4,10,1,4,1623472.672,2492300.241,1274.15567,1578.702075,0.887781854,0.827726504,862.6329346,1155.420371,7.65567E+12,2.97222E+12
3,5,10,1,4,1651348.042,2647916.255,1285.047875,1627.241916,0.895100213,0.831794483,869.2040249,1195.6978,1.79206E+13,6.80325E+12
4,1,10,1,4,1563544.869,2519416.125,1250.417878,1587.266873,0.899311215,0.837755249,864.5713261,1164.622335,3.59965E+12,1.34441E+12
4,2,10,1,4,1681784.846,2387921.616,1296.836476,1545.29014,0.889979559,0.843784899,858.0382625,1121.290901,3.71474E+12,1.62675E+12
4,3,10,1,4,1669083.181,2485925.487,1291.930022,1576.681797,0.891775837,0.838811385,861.1956787,1156.559078,7.51321E+12,2.67618E+12
4,4,10,1,4,1615101.251,2467930.66,1270.866339,1570.964882,0.89417428,0.838294634,860.0869219,1144.122696,1.10851E+13,4.12612E+12
4,5,10,1,4,1733188.408,2527950.814,1316.506137,1589.953085,0.887194267,0.835466622,876.9021408,1165.511684,4.42092E+12,1.43098E+12
5,1,10,1,4,1664608.966,2439216.203,1290.197258,1561.799028,0.89252859,0.842517967,873.9538245,1129.083643,6.66798E+12,4.15116E+12
5,2,10,1,4,1537288.504,2609792.14,1239.874391,1615.48511,0.897340819,0.825719685,861.9371493,1165.243188,7.86086E+12,3.03071E+12
5,3,10,1,4,1470579.656,2352805.637,1212.674588,1533.885796,0.903426413,0.84549026,842.3908248,1132.086554,3.77184E+12,1.34594E+12
5,4,10,1,4,1571690.516,2449751.168,1253.670817,1565.168096,0.898545767,0.841866052,862.637356,1164.183525,11.43899456,11.874076
5,5,10,1,4,1726106.848,2537576.503,1313.813856,1592.977245,0.889917864,0.838166541,890.0169286,1161.515514,6.8232E+12,2.6756E+12
6,1,10,1,4,1570871.792,2493001.94,1253.344243,1578.924298,0.897581746,0.837460379,858.148416,1154.036783,3.89271E+12,2.95699E+12
6,2,10,1,4,1603886.807,2560272.379,1266.446528,1600.085116,0.897753952,0.836785407,859.5479871,1176.852351,12.24886924,12.15302435
6,3,10,1,4,1662013.055,2429237.758,1289.190853,1558.601218,0.888706975,0.837331472,886.338586,1133.64966,3.57727E+12,1.25413E+12
6,4,10,1,4,1708513.247,2495905.431,1307.101085,1579.843483,0.888605064,0.837267152,867.9350115,1163.586874,1.21144E+13,4.24296E+12
6,5,10,1,4,1653457.155,2410695.354,1285.86825,1552.641412,0.893900149,0.845309316,859.8563025,1123.973153,6.65489E+12,2.75088E+12
7,1,10,1,4,1675265.226,2366937.303,1294.320372,1538.485393,0.888631022,0.842649759,883.0281128,1140.014235,8.03116E+12,4.02058E+12
7,2,10,1,4,1521440.989,2536289,1233.46706,1592.573075,0.898259153,0.830394874,848.8990021,1173.17302,4.01048E+12,1.43047E+12
7,3,10,1,4,1524953.813,2399660.384,1234.890203,1549.083724,0.905049503,0.85058633,833.5586484,1121.913237,7.42835E+12,2.87052E+12
7,4,10,1,4,1517376.899,2535459.757,1231.818533,1592.312707,0.90136885,0.835192356,845.8286103,1152.282443,12.84136079,12.5793664
7,5,10,1,4,1703338.972,2550830.501,1305.12029,1597.131961,0.88952302,0.834555508,890.060711,1164.72639,7.55562E+12,2.88191E+12
8,1,10,1,4,1585169.625,2449884.547,1259.035196,1565.210704,0.89508732,0.837857129,854.6232129,1145.060656,11.61966545,11.8085078
8,2,10,1,4,1776021.98,2484125.782,1332.674746,1576.110968,0.884161921,0.837977028,878.5708402,1158.904454,1.56124E+13,5.8682E+12
8,3,10,1,4,1535243.827,2434418.882,1239.049566,1560.26244,0.903452532,0.846905766,850.165937,1123.207895,3.62979E+12,1.34594E+12
8,4,10,1,4,1569355.178,2448324.283,1252.73907,1564.712205,0.891962674,0.831452808,863.2915758,1153.792397,2.55301E+12,1.33071E+12
8,5,10,1,4,1769236.393,2572400.068,1330.126458,1603.87034,0.889469395,0.839292851,885.2154374,1171.146751,5.36271E+12,2.65903E+12
9,1,10,1,4,1624194.902,2355600.008,1274.439054,1534.796406,0.89096772,0.841868461,866.5262471,1138.874065,7.36294E+12,2.72069E+12
9,2,10,1,4,1745265.466,2533869.974,1321.084958,1591.813423,0.88493867,0.832947793,897.320189,1155.564178,12.26643921,11.63361138
9,3,10,1,4,1696975.401,2681285.658,1302.680084,1637.463178,0.892627413,0.83034723,890.3910148,1174.503937,3.76742E+12,1.62675E+12
9,4,10,1,4,1700784.912,2508774.496,1304.141446,1583.911139,0.888491141,0.835516778,884.8304745,1168.815445,1.54257E+12,1.40446E+12
9,5,10,1,4,1823226.688,2309551.244,1350.269117,1519.720778,0.884247275,0.853371579,895.8104346,1114.339626,1.49866E+13,5.453E+12
10,1,10,1,4,1592628.599,2497129.246,1261.993898,1580.230757,0.894885305,0.835187577,860.6511463,1157.453869,7.45629E+11,1.33024E+12
10,2,10,1,4,1675588.691,2300640.181,1294.445322,1516.786136,0.887713965,0.84582746,886.5945084,1127.648375,1.40306E+13,5.4971E+12
10,3,10,1,4,1418620.313,2496356.013,1191.058484,1579.98608,0.904599308,0.832122741,830.3512234,1152.591719,3.65691E+12,1.40395E+12
10,4,10,1,4,1768086.282,2562192.361,1329.694056,1600.684966,0.890054199,0.8406739,895.8481033,1163.661688,3.80025E+12,1.34489E+12
10,5,10,1,4,1768061.878,2532862.269,1329.684879,1591.496864,0.888306237,0.839991506,905.0229252,1150.752749,1.76025E+12,1.62733E+12
1,1,10,1,5,1641346.564,2561519.826,1281.150485,1600.474875,0.891116451,0.830074054,817.0541753,1179.94434,5.83998E+12,2.72069E+12
1,2,10,1,5,1430909.03,2357232.627,1196.206099,1535.328182,0.906668625,0.846248952,767.1992213,1107.778047,3.97017E+12,2.67465E+12
1,3,10,1,5,1398833.829,2517434.469,1182.723057,1586.642515,0.909564581,0.837246401,768.0457917,1153.791853,1.05934E+13,4.37665E+12
1,4,10,1,5,1401131.538,2468380.509,1183.694022,1571.108051,0.911553535,0.844183417,819.7355198,1155.781088,11.26970633,11.72050115
1,5,10,1,5,1402975.321,2484561.957,1184.472592,1576.249332,0.907446369,0.8360946,786.8218001,1154.811709,3.5802E+12,1.43098E+12
2,1,10,1,5,1529278.359,2540958.003,1236.639947,1594.038269,0.89978798,0.833493666,818.7478889,1165.424087,8.09736E+12,4.30293E+12
2,2,10,1,5,1160931.993,2572295.482,1077.465541,1603.837735,0.927346631,0.839020776,746.79767,1169.131632,3.49102E+12,1.40395E+12
2,3,10,1,5,1423363.588,2439840.564,1193.048024,1561.9989,0.908050718,0.84238631,788.3310644,1151.473161,5.95603E+12,2.77488E+12
2,4,10,1,5,1334797.085,2317091.729,1155.334188,1522.199635,0.910157877,0.844041883,767.0253753,1109.507874,10.42261546,11.30816362
2,5,10,1,5,1456335.453,2518901.902,1206.787244,1587.104881,0.904791474,0.835325757,763.8247986,1156.554402,6.10103E+12,2.72166E+12
3,1,10,1,5,1381976.374,2422130.224,1175.574912,1556.319448,0.910372545,0.842913836,770.0429289,1132.545621,11.42070055,12.16165702
3,2,10,1,5,1465863.192,2478811.495,1210.728372,1574.424179,0.903524281,0.836857134,787.2927469,1140.073835,3.53322E+12,1.43047E+12
3,3,10,1,5,1361431.2,2348037.962,1166.80384,1532.330892,0.915009215,0.853417793,783.575322,1128.383862,11.28946696,11.94293953
3,4,10,1,5,1492377.733,2492300.241,1221.629131,1578.702075,0.896843436,0.827726504,802.0851863,1155.420371,7.30128E+12,2.97222E+12
3,5,10,1,5,1464756.307,2647916.255,1210.271171,1627.241916,0.906953216,0.831794483,806.4334985,1195.6978,1.71876E+13,6.80325E+12
4,1,10,1,5,1365980.728,2519416.125,1168.751782,1587.266873,0.912033903,0.837755249,776.9966727,1164.622335,2.37167E+12,1.34441E+12
4,2,10,1,5,1358372.477,2387921.616,1165.492375,1545.29014,0.911136826,0.843784899,753.7275499,1121.290901,2.48809E+12,1.62675E+12
4,3,10,1,5,1413890.088,2485925.487,1189.071103,1576.681797,0.908322681,0.838811385,780.1912444,1156.559078,2.12953E+12,2.67618E+12
4,4,10,1,5,1374244.221,2467930.66,1172.28163,1570.964882,0.909955872,0.838294634,769.6667039,1144.122696,8.49056E+12,4.12612E+12
4,5,10,1,5,1346400.312,2527950.814,1160.344911,1589.953085,0.912368631,0.835466622,766.6218279,1165.511684,3.92342E+12,1.43098E+12
5,1,10,1,5,1500865.457,2439216.203,1225.098142,1561.799028,0.903100289,0.842517967,778.059087,1129.083643,8.32354E+12,4.15116E+12
5,2,10,1,5,1266741.04,2609792.14,1125.495908,1615.48511,0.915407812,0.825719685,765.292839,1165.243188,7.04178E+12,3.03071E+12
5,3,10,1,5,1339028.298,2352805.637,1157.163903,1533.885796,0.912065446,0.84549026,780.4414104,1132.086554,3.41019E+12,1.34594E+12
5,4,10,1,5,1294737.713,2449751.168,1137.865419,1565.168096,0.916423354,0.841866052,768.3432812,1164.183525,10.6371749,11.874076
5,5,10,1,5,1509648.037,2537576.503,1228.677353,1592.977245,0.903722484,0.838166541,786.1177497,1161.515514,6.45867E+12,2.6756E+12
6,1,10,1,5,1384460.53,2493001.94,1176.631008,1578.924298,0.909735453,0.837460379,787.9588279,1154.036783,2.34002E+12,2.95699E+12
6,2,10,1,5,1301387.704,2560272.379,1140.783811,1600.085116,0.917037943,0.836785407,767.0253665,1176.852351,11.51766145,12.15302435
6,3,10,1,5,1408948.748,2429237.758,1186.991469,1558.601218,0.905652866,0.837331472,782.4913424,1133.64966,2.01933E+12,1.25413E+12
6,4,10,1,5,1524624.283,2495905.431,1234.756771,1579.843483,0.900594611,0.837267152,803.7626772,1163.586874,1.08688E+13,4.24296E+12
6,5,10,1,5,1339640.43,2410695.354,1157.428369,1552.641412,0.914037295,0.845309316,778.9648038,1123.973153,4.98844E+12,2.75088E+12
7,1,10,1,5,1405234.094,2366937.303,1185.425702,1538.485393,0.906582264,0.842649759,788.1565584,1140.014235,9.70811E+12,4.02058E+12
7,2,10,1,5,1369995.509,2536289,1170.468073,1592.573075,0.90838652,0.830394874,769.5650156,1173.17302,3.53758E+12,1.43047E+12
7,3,10,1,5,1278575.458,2399660.384,1130.74111,1549.083724,0.92039013,0.85058633,748.2008309,1121.913237,6.94318E+12,2.87052E+12
7,4,10,1,5,1454603.519,2535459.757,1206.06945,1592.312707,0.905449188,0.835192356,813.6135238,1152.282443,13.00198923,12.5793664
7,5,10,1,5,1316084.277,2550830.501,1147.207164,1597.131961,0.914639999,0.834555508,760.9853701,1164.72639,7.61044E+12,2.88191E+12
8,1,10,1,5,1367609.193,2449884.547,1169.448243,1565.210704,0.909486314,0.837857129,762.6840163,1145.060656,10.58394625,11.8085078
8,2,10,1,5,1505833.099,2484125.782,1227.123913,1576.110968,0.901784541,0.837977028,784.0178607,1158.904454,1.35812E+13,5.8682E+12
8,3,10,1,5,1295580.081,2434418.882,1138.235512,1560.26244,0.918524358,0.846905766,775.4599316,1123.207895,2.88544E+12,1.34594E+12
8,4,10,1,5,1509529.748,2448324.283,1228.629215,1564.712205,0.896081168,0.831452808,840.9094486,1153.792397,1.00351E+12,1.33071E+12
8,5,10,1,5,1573083.442,2572400.068,1254.226232,1603.87034,0.90172378,0.839292851,806.7740489,1171.146751,6.15628E+12,2.65903E+12
9,1,10,1,5,1373797.205,2355600.008,1172.090954,1534.796406,0.907776929,0.841868461,773.1100352,1138.874065,6.83948E+12,2.72069E+12
9,2,10,1,5,1364274.119,2533869.974,1168.021455,1591.813423,0.910056552,0.832947793,764.4013138,1155.564178,10.91685642,11.63361138
9,3,10,1,5,1631443.453,2681285.658,1277.279708,1637.463178,0.896773811,0.83034723,844.1270405,1174.503937,3.39653E+12,1.62675E+12
9,4,10,1,5,1435853.305,2508774.496,1198.270965,1583.911139,0.905860898,0.835516778,761.6643946,1168.815445,7.8725E+11,1.40446E+12
9,5,10,1,5,1595314.303,2309551.244,1263.057522,1519.720778,0.89871694,0.853371579,827.2139715,1114.339626,7.78206E+12,5.453E+12
10,1,10,1,5,1463730.272,2497129.246,1209.84721,1580.230757,0.903392693,0.835187577,792.9606046,1157.453869,1.11627E+12,1.33024E+12
10,2,10,1,5,1473095.888,2300640.181,1213.711616,1516.786136,0.901283592,0.84582746,788.7502025,1127.648375,1.3584E+13,5.4971E+12
10,3,10,1,5,1362267.716,2496356.013,1167.162249,1579.98608,0.90838896,0.832122741,791.7751043,1152.591719,1.52819E+12,1.40395E+12
10,4,10,1,5,1523080.445,2562192.361,1234.131454,1600.684966,0.905289521,0.8406739,797.2545373,1163.661688,3.56557E+12,1.34489E+12
10,5,10,1,5,1550187.535,2532862.269,1245.065273,1591.496864,0.902070011,0.839991506,821.0715898,1150.752749,3.61806E+12,1.62733E+12
1,1,10,1,7,1295662.027,2561519.826,1138.271508,1600.474875,0.914048451,0.830074054,672.9286925,1179.94434,3.02361E+12,2.72069E+12
1,2,10,1,7,1259935.613,2357232.627,1122.468535,1535.328182,0.917820406,0.846248952,678.8596719,1107.778047,6.54969E+12,2.67465E+12
1,3,10,1,7,1217274.809,2517434.469,1103.301776,1586.642515,0.921302477,0.837246401,650.8217788,1153.791853,4.80359E+12,4.37665E+12
1,4,10,1,7,1105035.568,2468380.509,1051.20672,1571.108051,0.930244601,0.844183417,631.9062035,1155.781088,9.184720091,11.72050115
1,5,10,1,7,1350779.351,2484561.957,1162.230335,1576.249332,0.910889713,0.8360946,690.7679886,1154.811709,4.01408E+12,1.43098E+12
2,1,10,1,7,1233734.313,2540958.003,1110.735933,1594.038269,0.919154674,0.833493666,677.9823703,1165.424087,9.76923E+12,4.30293E+12
2,2,10,1,7,989841.9532,2572295.482,994.9080124,1603.837735,0.938053777,0.839020776,625.2904257,1169.131632,2.31392E+12,1.40395E+12
2,3,10,1,7,1262602.996,2439840.564,1123.656084,1561.9989,0.918435852,0.84238631,670.1900074,1151.473161,7.0431E+12,2.77488E+12
2,4,10,1,7,1159724.722,2317091.729,1076.905159,1522.199635,0.921941595,0.844041883,672.4015108,1109.507874,9.063703369,11.30816362
2,5,10,1,7,1242805.167,2518901.902,1114.811718,1587.104881,0.918751104,0.835325757,672.3490864,1156.554402,2.42245E+12,2.72166E+12
3,1,10,1,7,1281471.588,2422130.224,1132.021019,1556.319448,0.916890738,0.842913836,682.6667382,1132.545621,10.64052487,12.16165702
3,2,10,1,7,1141502.139,2478811.495,1068.411035,1574.424179,0.924872089,0.836857134,647.8753506,1140.073835,2.51135E+12,1.43047E+12
3,3,10,1,7,1242806.137,2348037.962,1114.812153,1532.330892,0.922414684,0.853417793,693.157114,1128.383862,10.31457655,11.94293953
3,4,10,1,7,1257429.427,2492300.241,1121.351607,1578.702075,0.913083601,0.827726504,664.0068209,1155.420371,6.87501E+12,2.97222E+12
3,5,10,1,7,1148527.242,2647916.255,1071.693633,1627.241916,0.927041266,0.831794483,644.4981438,1195.6978,1.61674E+13,6.80325E+12
4,1,10,1,7,1129110.572,2519416.125,1062.596147,1587.266873,0.92728781,0.837755249,636.3760854,1164.622335,3.83594E+12,1.34441E+12
4,2,10,1,7,1286146.103,2387921.616,1134.083816,1545.29014,0.915861793,0.843784899,669.3742035,1121.290901,2.60505E+12,1.62675E+12
4,3,10,1,7,1285801.357,2485925.487,1133.931813,1576.681797,0.916628016,0.838811385,661.3662207,1156.559078,6.37494E+12,2.67618E+12
4,4,10,1,7,1195384.569,2467930.66,1093.336439,1570.964882,0.921675231,0.838294634,675.9695955,1144.122696,7.87785E+12,4.12612E+12
4,5,10,1,7,1376679.223,2527950.814,1173.319745,1589.953085,0.910397907,0.835466622,696.1133943,1165.511684,1.37007E+12,1.43098E+12
5,1,10,1,7,1315384.998,2439216.203,1146.902349,1561.799028,0.915075382,0.842517967,675.4538993,1129.083643,8.42229E+12,4.15116E+12
5,2,10,1,7,1115526.365,2609792.14,1056.184816,1615.48511,0.925505835,0.825719685,638.33801,1165.243188,7.09138E+12,3.03071E+12
5,3,10,1,7,1097307.692,2352805.637,1047.524554,1533.885796,0.927939341,0.84549026,649.9988646,1132.086554,2.49747E+12,1.34594E+12
5,4,10,1,7,1166386.226,2449751.168,1079.993623,1565.168096,0.924708574,0.841866052,657.9723564,1164.183525,9.111295495,11.874076
5,5,10,1,7,1408155.617,2537576.503,1186.657329,1592.977245,0.910195143,0.838166541,686.3074634,1161.515514,7.44322E+12,2.6756E+12
6,1,10,1,7,1103086.68,2493001.94,1050.279335,1578.924298,0.928080565,0.837460379,646.0848778,1154.036783,3.95362E+12,2.95699E+12
6,2,10,1,7,1183163.927,2560272.379,1087.73339,1600.085116,0.92457458,0.836785407,664.0780932,1176.852351,9.937473161,12.15302435
6,3,10,1,7,1246876.979,2429237.758,1116.636458,1558.601218,0.916505644,0.837331472,652.0630191,1133.64966,2.95917E+12,1.25413E+12
6,4,10,1,7,1288393.567,2495905.431,1135.074256,1579.843483,0.915996836,0.837267152,674.7942358,1163.586874,8.27532E+12,4.24296E+12
6,5,10,1,7,1202809.944,2410695.354,1096.726923,1552.641412,0.922817501,0.845309316,659.4119885,1123.973153,5.14279E+12,2.75088E+12
7,1,10,1,7,1249095.579,2366937.303,1117.629446,1538.485393,0.916962105,0.842649759,674.3388075,1140.014235,9.13135E+12,4.02058E+12
7,2,10,1,7,1187950.486,2536289,1089.931413,1592.573075,0.920560121,0.830394874,660.5319177,1173.17302,4.0121E+12,1.43047E+12
7,3,10,1,7,1128468.345,2399660.384,1062.293907,1549.083724,0.929736475,0.85058633,654.2443963,1121.913237,2.10608E+12,2.87052E+12
7,4,10,1,7,1142608.11,2535459.757,1068.928487,1592.312707,0.925729229,0.835192356,652.9023566,1152.282443,11.32439705,12.5793664
7,5,10,1,7,1230981.03,2550830.501,1109.495845,1597.131961,0.920159716,0.834555508,679.0946406,1164.72639,7.27335E+12,2.88191E+12
8,1,10,1,7,1315425.553,2449884.547,1146.920029,1565.210704,0.91294003,0.837857129,671.7515682,1145.060656,9.839581916,11.8085078
8,2,10,1,7,1202838.652,2484125.782,1096.740011,1576.110968,0.92154685,0.837977028,635.9638818,1158.904454,1.04952E+13,5.8682E+12
8,3,10,1,7,1151023.249,2434418.882,1072.857515,1560.26244,0.927615159,0.846905766,667.1415607,1123.207895,3.42541E+12,1.34594E+12
8,4,10,1,7,1381023.734,2448324.283,1175.169662,1564.712205,0.904927761,0.831452808,695.0012688,1153.792397,3.50336E+12,1.33071E+12
8,5,10,1,7,1165856.899,2572400.068,1079.748535,1603.87034,0.927164697,0.839292851,637.8284189,1171.146751,2.33452E+12,2.65903E+12
9,1,10,1,7,1212912.483,2355600.008,1101.32306,1534.796406,0.918577128,0.841868461,638.3365867,1138.874065,5.14395E+12,2.72069E+12
9,2,10,1,7,1107039.578,2533869.974,1052.159483,1591.813423,0.927015432,0.832947793,652.7857867,1155.564178,9.900862118,11.63361138
9,3,10,1,7,1265886.113,2681285.658,1125.116044,1637.463178,0.91990369,0.83034723,676.5367518,1174.503937,3.60008E+12,1.62675E+12
9,4,10,1,7,1243148.802,2508774.496,1114.96583,1583.911139,0.918495217,0.835516778,662.438004,1168.815445,2.17997E+12,1.40446E+12
9,5,10,1,7,1332729.329,2309551.244,1154.438967,1519.720778,0.915387893,0.853371579,666.6593894,1114.339626,1.26622E+13,5.453E+12
10,1,10,1,7,1341507.298,2497129.246,1158.234561,1580.230757,0.911459502,0.835187577,694.4388574,1157.453869,2.97705E+12,1.33024E+12
10,2,10,1,7,1255399.733,2300640.181,1120.446221,1516.786136,0.91587204,0.84582746,674.4840865,1127.648375,1.02994E+13,5.4971E+12
10,3,10,1,7,1143165.634,2496356.013,1069.189241,1579.98608,0.92312334,0.832122741,677.3021321,1152.591719,4.75862E+11,1.40395E+12
10,4,10,1,7,1229401.284,2562192.361,1108.783696,1600.684966,0.92355152,0.8406739,661.811155,1163.661688,2.58899E+12,1.34489E+12
10,5,10,1,7,1092817.286,2532862.269,1045.379015,1591.496864,0.93096346,0.839991506,649.2440343,1150.752749,5.43125E+11,1.62733E+12
1,1,10,1,9,1296448.825,2561519.826,1138.617067,1600.474875,0.913996257,0.830074054,611.1948409,1179.94434,3.15429E+12,2.72069E+12
1,2,10,1,9,1248656.705,2357232.627,1117.433087,1535.328182,0.918556075,0.846248952,581.8192868,1107.778047,6.18748E+12,2.67465E+12
1,3,10,1,9,1223591.999,2517434.469,1106.160928,1586.642515,0.920894067,0.837246401,597.9234292,1153.791853,7.74331E+12,4.37665E+12
1,4,10,1,9,1130747.876,2468380.509,1063.366294,1571.108051,0.928621511,0.844183417,600.5563412,1155.781088,8.982225321,11.72050115
1,5,10,1,9,1322035.205,2484561.957,1149.797897,1576.249332,0.912785951,0.8360946,625.9655805,1154.811709,3.04022E+12,1.43098E+12
2,1,10,1,9,1133430.047,2540958.003,1064.626717,1594.038269,0.925727508,0.833493666,603.1936659,1165.424087,6.35559E+12,4.30293E+12
2,2,10,1,9,975401.513,2572295.482,987.624176,1603.837735,0.938957487,0.839020776,574.5294305,1169.131632,1.12055E+12,1.40395E+12
2,3,10,1,9,1226441.74,2439840.564,1107.448301,1561.9989,0.920771869,0.84238631,591.6382282,1151.473161,7.29543E+12,2.77488E+12
2,4,10,1,9,1196035.71,2317091.729,1093.634176,1522.199635,0.919497586,0.844041883,604.6291604,1109.507874,8.781040499,11.30816362
2,5,10,1,9,1262610.14,2518901.902,1123.659263,1587.104881,0.917456345,0.835325757,607.8002623,1156.554402,2.952E+12,2.72166E+12
3,1,10,1,9,1179086.281,2422130.224,1085.857394,1556.319448,0.923530891,0.842913836,597.14625,1132.545621,9.351122132,12.16165702
3,2,10,1,9,1213066.695,2478811.495,1101.39307,1574.424179,0.920162071,0.836857134,600.11532,1140.073835,3.56944E+12,1.43047E+12
3,3,10,1,9,1034925.058,2348037.962,1017.312665,1532.330892,0.935392186,0.853417793,584.5008759,1128.383862,8.852347458,11.94293953
3,4,10,1,9,1140640.53,2492300.241,1068.007739,1578.702075,0.921156317,0.827726504,596.4652939,1155.420371,3.91754E+12,2.97222E+12
3,5,10,1,9,1129180.096,2647916.255,1062.628861,1627.241916,0.928270268,0.831794483,589.3776126,1195.6978,1.59683E+13,6.80325E+12
4,1,10,1,9,1057843.758,2519416.125,1028.515317,1587.266873,0.931877233,0.837755249,566.328392,1164.622335,3.45608E+12,1.34441E+12
4,2,10,1,9,1325942.375,2387921.616,1151.495712,1545.29014,0.913258366,0.843784899,610.1870679,1121.290901,2.42975E+12,1.62675E+12
4,3,10,1,9,1320199.742,2485925.487,1148.999453,1576.681797,0.914397608,0.838811385,630.2621549,1156.559078,5.67411E+12,2.67618E+12
4,4,10,1,9,1052185.918,2467930.66,1025.761141,1570.964882,0.931057986,0.838294634,574.3070168,1144.122696,4.89962E+12,4.12612E+12
4,5,10,1,9,1292102.446,2527950.814,1136.706843,1589.953085,0.915902644,0.835466622,612.903662,1165.511684,3.88199E+12,1.43098E+12
5,1,10,1,9,1125803.888,2439216.203,1061.039061,1561.799028,0.927315223,0.842517967,585.2912792,1129.083643,4.49694E+12,4.15116E+12
5,2,10,1,9,1053113.415,2609792.14,1026.213143,1615.48511,0.929673734,0.825719685,579.9044689,1165.243188,2.56715E+12,3.03071E+12
5,3,10,1,9,1047517.044,2352805.637,1023.482801,1533.885796,0.931209113,0.84549026,581.035581,1132.086554,2.34864E+12,1.34594E+12
