Shuffle,Fold,n_estimators,lr,depth,MSE,MSE_B,RMSE,RMSE_B,R-squared,R-squared_B,MAE,MAE_B,MAPE,MAPE_B
1,1,5,0.001,3,14969628.16,2561519.826,3869.060371,1600.474875,0.006945718,0.830074054,3106.795862,1179.94434,7.243E+12,2.72069E+12
1,2,5,0.001,3,15225156.91,2357232.627,3901.942709,1535.328182,0.006935588,0.846248952,3132.606949,1107.778047,7.23192E+12,2.67465E+12
1,3,5,0.001,3,15355526.34,2517434.469,3918.612809,1586.642515,0.007256313,0.837246401,3155.629566,1153.791853,1.08656E+13,4.37665E+12
1,4,5,0.001,3,15733995.44,2468380.509,3966.610068,1571.108051,0.006791132,0.844183417,3232.924483,1155.781088,53.96644663,11.72050115
1,5,5,0.001,3,15064132.91,2484561.957,3881.254038,1576.249332,0.00622614,0.8360946,3125.886341,1154.811709,3.63402E+12,1.43098E+12
2,1,5,0.001,3,15169885.88,2540958.003,3894.853769,1594.038269,0.005933161,0.833493666,3113.905032,1165.424087,1.08944E+13,4.30293E+12
2,2,5,0.001,3,15866485.09,2572295.482,3983.275673,1603.837735,0.007044687,0.839020776,3211.482086,1169.131632,3.62005E+12,1.40395E+12
2,3,5,0.001,3,15368173.11,2439840.564,3920.226156,1561.9989,0.007216083,0.84238631,3165.186196,1151.473161,7.24891E+12,2.77488E+12
2,4,5,0.001,3,14752619.91,2317091.729,3840.913942,1522.199635,0.007035073,0.844041883,3116.780575,1109.507874,50.10593234,11.30816362
2,5,5,0.001,3,15189769.18,2518901.902,3897.405442,1587.104881,0.006962623,0.835325757,3146.308222,1156.554402,7.24147E+12,2.72166E+12
3,1,5,0.001,3,15309997.17,2422130.224,3912.799148,1556.319448,0.007077036,0.842913836,3146.024915,1132.545621,54.5354014,12.16165702
3,2,5,0.001,3,15122688.78,2478811.495,3888.790144,1574.424179,0.004700924,0.836857134,3120.899187,1140.073835,3.63754E+12,1.43047E+12
3,3,5,0.001,3,15909407.32,2348037.962,3988.65984,1532.330892,0.006815018,0.853417793,3244.177306,1128.383862,57.73773467,11.94293953
3,4,5,0.001,3,14387949.13,2492300.241,3793.145018,1578.702075,0.005472033,0.827726504,3046.777683,1155.420371,7.22827E+12,2.97222E+12
3,5,5,0.001,3,15634948.15,2647916.255,3954.105227,1627.241916,0.006809776,0.831794483,3196.367033,1195.6978,1.80883E+13,6.80325E+12
4,1,5,0.001,3,15426957.49,2519416.125,3927.716574,1587.266873,0.006538521,0.837755249,3175.618202,1164.622335,3.61688E+12,1.34441E+12
4,2,5,0.001,3,15195346.52,2387921.616,3898.120896,1545.29014,0.00593781,0.843784899,3135.277024,1121.290901,3.63285E+12,1.62675E+12
4,3,5,0.001,3,15312507.46,2485925.487,3913.119914,1576.681797,0.007129588,0.838811385,3148.143419,1156.559078,7.24425E+12,2.67618E+12
4,4,5,0.001,3,15158514.66,2467930.66,3893.39372,1570.964882,0.006773893,0.838294634,3144.990484,1144.122696,1.08908E+13,4.12612E+12
4,5,5,0.001,3,15261295.63,2527950.814,3906.570827,1589.953085,0.006708315,0.835466622,3150.613315,1165.511684,3.61931E+12,1.43098E+12
5,1,5,0.001,3,15378973.04,2439216.203,3921.603376,1561.799028,0.007094187,0.842517967,3176.344716,1129.083643,1.08768E+13,4.15116E+12
5,2,5,0.001,3,14867256.96,2609792.14,3855.808211,1615.48511,0.00717372,0.825719685,3100.539559,1165.243188,7.24573E+12,3.03071E+12
5,3,5,0.001,3,15129022.21,2352805.637,3889.604377,1533.885796,0.006470723,0.84549026,3132.529017,1132.086554,3.6309E+12,1.34594E+12
5,4,5,0.001,3,15384307.03,2449751.168,3922.283395,1565.168096,0.006927216,0.841866052,3167.998987,1164.183525,52.33516087,11.874076
5,5,5,0.001,3,15595484.79,2537576.503,3949.111899,1592.977245,0.005400924,0.838166541,3176.818263,1161.515514,7.21916E+12,2.6756E+12
6,1,5,0.001,3,15230383.75,2493001.94,3902.612426,1578.924298,0.00700406,0.837460379,3155.559858,1154.036783,7.2439E+12,2.95699E+12
6,2,5,0.001,3,15572505.98,2560272.379,3946.201462,1600.085116,0.007269601,0.836785407,3165.686468,1176.852351,54.35542673,12.15302435
6,3,5,0.001,3,14831408.46,2429237.758,3851.156769,1558.601218,0.006847568,0.837331472,3087.019301,1133.64966,3.62668E+12,1.25413E+12
6,4,5,0.001,3,15235110.53,2495905.431,3903.217971,1579.843483,0.006671932,0.837267152,3163.098308,1163.586874,1.08562E+13,4.24296E+12
6,5,5,0.001,3,15475268.41,2410695.354,3933.861768,1552.641412,0.006975374,0.845309316,3181.525015,1123.973153,7.25547E+12,2.75088E+12
7,1,5,0.001,3,14939905.51,2366937.303,3865.217395,1538.485393,0.006818755,0.842649759,3116.416859,1140.014235,1.08762E+13,4.02058E+12
7,2,5,0.001,3,14872266.98,2536289,3856.457829,1592.573075,0.005471097,0.830394874,3099.916412,1173.17302,3.61238E+12,1.43047E+12
7,3,5,0.001,3,15946492.36,2399660.384,3993.305944,1549.083724,0.007099518,0.85058633,3252.08615,1121.913237,7.24621E+12,2.87052E+12
7,4,5,0.001,3,15286377.23,2535459.757,3909.77969,1592.312707,0.006368839,0.835192356,3132.792829,1152.282443,57.08623621,12.5793664
7,5,5,0.001,3,15310401.32,2550830.501,3912.850792,1597.131961,0.006981622,0.834555508,3153.204733,1164.72639,7.24785E+12,2.88191E+12
8,1,5,0.001,3,15009186.51,2449884.547,3874.169138,1565.210704,0.006633763,0.837857129,3108.767128,1145.060656,52.08153988,11.8085078
8,2,5,0.001,3,15228074,2484125.782,3902.316491,1576.110968,0.006774205,0.837977028,3144.176457,1158.904454,1.44772E+13,5.8682E+12
8,3,5,0.001,3,15789624.5,2434418.882,3973.616048,1560.26244,0.007031827,0.846905766,3214.133345,1123.207895,3.62764E+12,1.34594E+12
8,4,5,0.001,3,14427365.44,2448324.283,3798.337195,1564.712205,0.006793362,0.831452808,3046.188272,1153.792397,3.6112E+12,1.33071E+12
8,5,5,0.001,3,15893368,2572400.068,3986.648717,1603.87034,0.007083738,0.839292851,3240.689216,1171.146751,7.24868E+12,2.65903E+12
9,1,5,0.001,3,14790228.04,2355600.008,3845.806552,1534.796406,0.007131296,0.841868461,3096.663011,1138.874065,7.24768E+12,2.72069E+12
9,2,5,0.001,3,15074722.83,2533869.974,3882.618039,1591.813423,0.006158269,0.832947793,3110.543573,1155.564178,53.03314228,11.63361138
9,3,5,0.001,3,15698909.36,2681285.658,3962.184923,1637.463178,0.00668418,0.83034723,3203.411879,1174.503937,3.62911E+12,1.62675E+12
9,4,5,0.001,3,15141653.71,2508774.496,3891.22779,1583.911139,0.007265103,0.835516778,3143.08492,1168.815445,3.62474E+12,1.40446E+12
9,5,5,0.001,3,15645975.88,2309551.244,3955.499448,1519.720778,0.006670778,0.853371579,3200.290272,1114.339626,1.45061E+13,5.453E+12
10,1,5,0.001,3,15061174.03,2497129.246,3880.872844,1580.230757,0.005951098,0.835187577,3129.344556,1157.453869,3.60538E+12,1.33024E+12
10,2,5,0.001,3,14818464.47,2300640.181,3849.475869,1516.786136,0.00697192,0.84582746,3103.820481,1127.648375,1.44772E+13,5.4971E+12
10,3,5,0.001,3,14761883.75,2496356.013,3842.119695,1579.98608,0.007279182,0.832122741,3095.735774,1152.591719,3.62258E+12,1.40395E+12
10,4,5,0.001,3,15966428.13,2562192.361,3995.801312,1600.684966,0.007151548,0.8406739,3224.954654,1163.661688,3.62487E+12,1.34489E+12
10,5,5,0.001,3,15751885.88,2532862.269,3968.864558,1591.496864,0.004906198,0.839991506,3201.015414,1150.752749,3.63802E+12,1.62733E+12
1,1,5,0.001,4,14957515.9,2561519.826,3867.494783,1600.474875,0.00774922,0.830074054,3105.417232,1179.94434,7.24154E+12,2.72069E+12
1,2,5,0.001,4,15212292.92,2357232.627,3900.293953,1535.328182,0.007774645,0.846248952,3131.137101,1107.778047,7.22978E+12,2.67465E+12
1,3,5,0.001,4,15344480.31,2517434.469,3917.203123,1586.642515,0.007970446,0.837246401,3154.415591,1153.791853,1.08676E+13,4.37665E+12
1,4,5,0.001,4,15720851.2,2468380.509,3964.952862,1571.108051,0.007620862,0.844183417,3231.397001,1155.781088,53.94613909,11.72050115
1,5,5,0.001,4,15052186.71,2484561.957,3879.714772,1576.249332,0.007014225,0.8360946,3124.596122,1154.811709,3.63336E+12,1.43098E+12
2,1,5,0.001,4,15157336.25,2540958.003,3893.242383,1594.038269,0.006755525,0.833493666,3112.483227,1165.424087,1.08961E+13,4.30293E+12
2,2,5,0.001,4,15854758.44,2572295.482,3981.803415,1603.837735,0.007778564,0.839020776,3210.185523,1169.131632,3.61937E+12,1.40395E+12
2,3,5,0.001,4,15355749.45,2439840.564,3918.641275,1561.9989,0.008018652,0.84238631,3163.886493,1151.473161,7.24745E+12,2.77488E+12
2,4,5,0.001,4,14739001.43,2317091.729,3839.140715,1522.199635,0.007951702,0.844041883,3115.211994,1109.507874,50.08601804,11.30816362
2,5,5,0.001,4,15177501.82,2518901.902,3895.831339,1587.104881,0.007764607,0.835325757,3144.858325,1156.554402,7.24005E+12,2.72166E+12
3,1,5,0.001,4,15297681.42,2422130.224,3911.225054,1556.319448,0.007875768,0.842913836,3144.587325,1132.545621,54.51515135,12.16165702
3,2,5,0.001,4,15109327.07,2478811.495,3887.071786,1574.424179,0.005580325,0.836857134,3119.447356,1140.073835,3.63684E+12,1.43047E+12
3,3,5,0.001,4,15897210.99,2348037.962,3987.130672,1532.330892,0.007576404,0.853417793,3242.784978,1128.383862,57.71742266,11.94293953
3,4,5,0.001,4,14375677.89,2492300.241,3791.527118,1578.702075,0.006320249,0.827726504,3045.325841,1155.420371,7.22687E+12,2.97222E+12
3,5,5,0.001,4,15622698.82,2647916.255,3952.555986,1627.241916,0.007587899,0.831794483,3194.893847,1195.6978,1.80839E+13,6.80325E+12
4,1,5,0.001,4,15414016.23,2519416.125,3926.0688,1587.266873,0.007371909,0.837755249,3174.19634,1164.622335,3.61616E+12,1.34441E+12
4,2,5,0.001,4,15183585.28,2387921.616,3896.612025,1545.29014,0.006707217,0.843784899,3133.946399,1121.290901,3.6321E+12,1.62675E+12
4,3,5,0.001,4,15301015.58,2485925.487,3911.65126,1576.681797,0.007874727,0.838811385,3146.866431,1156.559078,7.24292E+12,2.67618E+12
4,4,5,0.001,4,15144591.1,2467930.66,3891.605209,1570.964882,0.007686201,0.838294634,3143.369189,1144.122696,1.08887E+13,4.12612E+12
4,5,5,0.001,4,15249691.28,2527950.814,3905.08531,1589.953085,0.007463592,0.835466622,3149.2136,1165.511684,3.61859E+12,1.43098E+12
5,1,5,0.001,4,15366923.34,2439216.203,3920.066752,1561.799028,0.007872147,0.842517967,3174.915504,1129.083643,1.08746E+13,4.15116E+12
5,2,5,0.001,4,14856160.45,2609792.14,3854.369009,1615.48511,0.007914738,0.825719685,3099.186467,1165.243188,7.24419E+12,3.03071E+12
5,3,5,0.001,4,15116841.16,2352805.637,3888.038214,1533.885796,0.007270658,0.84549026,3131.096726,1132.086554,3.63015E+12,1.34594E+12
5,4,5,0.001,4,15369950.53,2449751.168,3920.452848,1565.168096,0.007853943,0.841866052,3166.386876,1164.183525,52.31157067,11.874076
5,5,5,0.001,4,15581882.4,2537576.503,3947.389315,1592.977245,0.006268414,0.838166541,3175.443691,1161.515514,7.22182E+12,2.6756E+12
6,1,5,0.001,4,15218928.39,2493001.94,3901.144497,1578.924298,0.00775093,0.837460379,3154.078872,1154.036783,7.24215E+12,2.95699E+12
6,2,5,0.001,4,15560297.54,2560272.379,3944.654299,1600.085116,0.008047876,0.836785407,3164.334917,1176.852351,54.33161589,12.15302435
6,3,5,0.001,4,14818730.08,2429237.758,3849.510368,1558.601218,0.007696548,0.837331472,3085.742485,1133.64966,3.62602E+12,1.25413E+12
6,4,5,0.001,4,15222608.15,2495905.431,3901.616095,1579.843483,0.007487086,0.837267152,3161.59059,1163.586874,1.08539E+13,4.24296E+12
6,5,5,0.001,4,15462734.98,2410695.354,3932.268427,1552.641412,0.007779625,0.845309316,3180.055196,1123.973153,7.25406E+12,2.75088E+12
7,1,5,0.001,4,14927702.18,2366937.303,3863.638464,1538.485393,0.007630013,0.842649759,3114.919254,1140.014235,1.08733E+13,4.02058E+12
7,2,5,0.001,4,14860521.2,2536289,3854.934656,1592.573075,0.006256554,0.830394874,3098.565319,1173.17302,3.61169E+12,1.43047E+12
7,3,5,0.001,4,15933989.12,2399660.384,3991.740112,1549.083724,0.007878027,0.85058633,3250.6632,1121.913237,7.24478E+12,2.87052E+12
7,4,5,0.001,4,15274330.99,2535459.757,3908.23886,1592.312707,0.007151858,0.835192356,3131.429222,1152.282443,57.0550788,12.5793664
7,5,5,0.001,4,15298065.79,2550830.501,3911.27419,1597.131961,0.007781693,0.834555508,3151.911306,1164.72639,7.24649E+12,2.88191E+12
8,1,5,0.001,4,14996654.69,2449884.547,3872.551444,1565.210704,0.007463167,0.837857129,3107.280949,1145.060656,52.06214238,11.8085078
8,2,5,0.001,4,15216069.32,2484125.782,3900.77804,1576.110968,0.00755719,0.837977028,3142.812277,1158.904454,1.44745E+13,5.8682E+12
8,3,5,0.001,4,15778335.78,2434418.882,3972.195335,1560.26244,0.007741744,0.846905766,3212.8822,1123.207895,3.62692E+12,1.34594E+12
8,4,5,0.001,4,14415049.51,2448324.283,3796.715621,1564.712205,0.007641214,0.831452808,3044.74685,1153.792397,3.60985E+12,1.33071E+12
8,5,5,0.001,4,15881090.98,2572400.068,3985.108654,1603.87034,0.007850727,0.839292851,3239.316857,1171.146751,7.25077E+12,2.65903E+12
9,1,5,0.001,4,14778885.78,2355600.008,3844.331643,1534.796406,0.007892702,0.841868461,3095.291737,1138.874065,7.24627E+12,2.72069E+12
9,2,5,0.001,4,15063182.81,2533869.974,3881.13164,1591.813423,0.006919077,0.832947793,3109.133574,1155.564178,53.01484826,11.63361138
9,3,5,0.001,4,15685720.37,2681285.658,3960.520214,1637.463178,0.007518686,0.83034723,3202.043483,1174.503937,3.6285E+12,1.62675E+12
9,4,5,0.001,4,15129687.78,2508774.496,3889.689934,1583.911139,0.008049627,0.835516778,3141.864683,1168.815445,3.62398E+12,1.40446E+12
9,5,5,0.001,4,15632034.53,2309551.244,3953.736781,1519.720778,0.007555884,0.853371579,3198.717025,1114.339626,1.45025E+13,5.453E+12
10,1,5,0.001,4,15049462.81,2497129.246,3879.363713,1580.230757,0.006724047,0.835187577,3128.023371,1157.453869,3.60409E+12,1.33024E+12
10,2,5,0.001,4,14804656.32,2300640.181,3847.681942,1516.786136,0.007897243,0.84582746,3102.340692,1127.648375,1.44738E+13,5.4971E+12
10,3,5,0.001,4,14750713.21,2496356.013,3840.665725,1579.98608,0.008030388,0.832122741,3094.218062,1152.591719,3.62187E+12,1.40395E+12
10,4,5,0.001,4,15952503.89,2562192.361,3994.058574,1600.684966,0.008017406,0.8406739,3223.291197,1163.661688,3.62419E+12,1.34489E+12
10,5,5,0.001,4,15739691.61,2532862.269,3967.328019,1591.496864,0.005676547,0.839991506,3199.61488,1150.752749,3.63731E+12,1.62733E+12
1,1,5,0.001,5,14951375.36,2561519.826,3866.700837,1600.474875,0.00815657,0.830074054,3104.804353,1179.94434,7.24296E+12,2.72069E+12
1,2,5,0.001,5,15206063.54,2357232.627,3899.495293,1535.328182,0.008180958,0.846248952,3130.466824,1107.778047,7.23441E+12,2.67465E+12
1,3,5,0.001,5,15337852.91,2517434.469,3916.357097,1586.642515,0.008398911,0.837246401,3153.631463,1153.791853,1.08729E+13,4.37665E+12
1,4,5,0.001,5,15713221.55,2468380.509,3963.99061,1571.108051,0.008102484,0.844183417,3230.542792,1155.781088,53.93390259,11.72050115
1,5,5,0.001,5,15045780.41,2484561.957,3878.88907,1576.249332,0.007436845,0.8360946,3123.927324,1154.811709,3.63416E+12,1.43098E+12
2,1,5,0.001,5,15151213.89,2540958.003,3892.456023,1594.038269,0.007156717,0.833493666,3111.676421,1165.424087,1.08921E+13,4.30293E+12
2,2,5,0.001,5,15848937.37,2572295.482,3981.07239,1603.837735,0.008142857,0.839020776,3209.64496,1169.131632,3.61999E+12,1.40395E+12
2,3,5,0.001,5,15350523.63,2439840.564,3917.97443,1561.9989,0.00835624,0.84238631,3163.430127,1151.473161,7.24897E+12,2.77488E+12
2,4,5,0.001,5,14731924.01,2317091.729,3838.218858,1522.199635,0.008428067,0.844041883,3114.404388,1109.507874,50.07471018,11.30816362
2,5,5,0.001,5,15171387.1,2518901.902,3895.046483,1587.104881,0.008164359,0.835325757,3144.252627,1156.554402,7.24178E+12,2.72166E+12
3,1,5,0.001,5,15291542.69,2422130.224,3910.440217,1556.319448,0.008273893,0.842913836,3143.942175,1132.545621,54.50441212,12.16165702
3,2,5,0.001,5,15103285.88,2478811.495,3886.294621,1574.424179,0.005977925,0.836857134,3118.823023,1140.073835,3.63763E+12,1.43047E+12
3,3,5,0.001,5,15889817.13,2348037.962,3986.203348,1532.330892,0.008037985,0.853417793,3241.971248,1128.383862,57.70644877,11.94293953
3,4,5,0.001,5,14370023.81,2492300.241,3790.781424,1578.702075,0.006711072,0.827726504,3044.750467,1155.420371,7.22819E+12,2.97222E+12
3,5,5,0.001,5,15617015.84,2647916.255,3951.837021,1627.241916,0.007948903,0.831794483,3194.215757,1195.6978,1.80906E+13,6.80325E+12
4,1,5,0.001,5,15408184.96,2519416.125,3925.326096,1587.266873,0.007747429,0.837755249,3173.560324,1164.622335,3.61693E+12,1.34441E+12
4,2,5,0.001,5,15176677.83,2387921.616,3895.725584,1545.29014,0.007159094,0.843784899,3133.110457,1121.290901,3.633E+12,1.62675E+12
4,3,5,0.001,5,15295623.82,2485925.487,3910.962007,1576.681797,0.008224332,0.838811385,3146.22604,1156.559078,7.24472E+12,2.67618E+12
4,4,5,0.001,5,15138329.41,2467930.66,3890.800613,1570.964882,0.008096484,0.838294634,3142.631811,1144.122696,1.08909E+13,4.12612E+12
4,5,5,0.001,5,15243685.37,2527950.814,3904.316249,1589.953085,0.00785449,0.835466622,3148.671494,1165.511684,3.61943E+12,1.43098E+12
5,1,5,0.001,5,15361990.66,2439216.203,3919.437544,1561.799028,0.008190613,0.842517967,3174.411704,1129.083643,1.0877E+13,4.15116E+12
5,2,5,0.001,5,14848908.43,2609792.14,3853.42814,1615.48511,0.008399023,0.825719685,3098.325581,1165.243188,7.24594E+12,3.03071E+12
5,3,5,0.001,5,15109789.52,2352805.637,3887.131271,1533.885796,0.007733742,0.84549026,3130.202777,1132.086554,3.63108E+12,1.34594E+12
5,4,5,0.001,5,15362862.48,2449751.168,3919.54876,1565.168096,0.008311484,0.841866052,3165.712304,1164.183525,52.30133093,11.874076
5,5,5,0.001,5,15574421.67,2537576.503,3946.44418,1592.977245,0.006744221,0.838166541,3174.52439,1161.515514,7.22656E+12,2.6756E+12
6,1,5,0.001,5,15212742.37,2493001.94,3900.35157,1578.924298,0.008154249,0.837460379,3153.459401,1154.036783,7.24444E+12,2.95699E+12
6,2,5,0.001,5,15554701.07,2560272.379,3943.944862,1600.085116,0.008404644,0.836785407,3163.719032,1176.852351,54.32193796,12.15302435
6,3,5,0.001,5,14811630.02,2429237.758,3848.588055,1558.601218,0.008171987,0.837331472,3085.048154,1133.64966,3.62676E+12,1.25413E+12
6,4,5,0.001,5,15216611.22,2495905.431,3900.8475,1579.843483,0.007878086,0.837267152,3160.944416,1163.586874,1.08567E+13,4.24296E+12
6,5,5,0.001,5,15455505.5,2410695.354,3931.349069,1552.641412,0.00824353,0.845309316,3179.307673,1123.973153,7.25583E+12,2.75088E+12
7,1,5,0.001,5,14921512.12,2366937.303,3862.837315,1538.485393,0.008041518,0.842649759,3114.132556,1140.014235,1.08787E+13,4.02058E+12
7,2,5,0.001,5,14854351.31,2536289,3854.134313,1592.573075,0.006669143,0.830394874,3097.849729,1173.17302,3.61256E+12,1.43047E+12
7,3,5,0.001,5,15927366.4,2399660.384,3990.910473,1549.083724,0.008290387,0.85058633,3249.934328,1121.913237,7.24662E+12,2.87052E+12
7,4,5,0.001,5,15269339.69,2535459.757,3907.600248,1592.312707,0.007476298,0.835192356,3130.894811,1152.282443,57.04729128,12.5793664
7,5,5,0.001,5,15291827.63,2550830.501,3910.47665,1597.131961,0.008186294,0.834555508,3151.286086,1164.72639,7.24805E+12,2.88191E+12
8,1,5,0.001,5,14989818.45,2449884.547,3871.66869,1565.210704,0.007915616,0.837857129,3106.438318,1145.060656,52.05074011,11.8085078
8,2,5,0.001,5,15209793.25,2484125.782,3899.973494,1576.110968,0.007966536,0.837977028,3142.175181,1158.904454,1.44776E+13,5.8682E+12
8,3,5,0.001,5,15771409.94,2434418.882,3971.323449,1560.26244,0.008177293,0.846905766,3212.169892,1123.207895,3.62781E+12,1.34594E+12
8,4,5,0.001,5,14409390.15,2448324.283,3795.970251,1564.712205,0.008030815,0.831452808,3044.01111,1153.792397,3.61351E+12,1.33071E+12
8,5,5,0.001,5,15874492.32,2572400.068,3984.280652,1603.87034,0.00826297,0.839292851,3238.502436,1171.146751,7.25027E+12,2.65903E+12
9,1,5,0.001,5,14772704.3,2355600.008,3843.527585,1534.796406,0.008307665,0.841868461,3094.621309,1138.874065,7.24803E+12,2.72069E+12
9,2,5,0.001,5,15056755.98,2533869.974,3880.303594,1591.813423,0.007342783,0.832947793,3108.460975,1155.564178,53.00345278,11.63361138
9,3,5,0.001,5,15679571.6,2681285.658,3959.743881,1637.463178,0.007907736,0.83034723,3201.39183,1174.503937,3.62927E+12,1.62675E+12
9,4,5,0.001,5,15123954.52,2508774.496,3888.952882,1583.911139,0.008425518,0.835516778,3141.251613,1168.815445,3.62463E+12,1.40446E+12
9,5,5,0.001,5,15625365.9,2309551.244,3952.893358,1519.720778,0.007979261,0.853371579,3197.948496,1114.339626,1.4509E+13,5.453E+12
10,1,5,0.001,5,15043222.85,2497129.246,3878.559378,1580.230757,0.00713589,0.835187577,3127.404392,1157.453869,3.60781E+12,1.33024E+12
10,2,5,0.001,5,14798834.65,2300640.181,3846.92535,1516.786136,0.00828737,0.84582746,3101.788008,1127.648375,1.44791E+13,5.4971E+12
10,3,5,0.001,5,14744401.12,2496356.013,3839.843892,1579.98608,0.00845487,0.832122741,3093.488768,1152.591719,3.62279E+12,1.40395E+12
10,4,5,0.001,5,15946848.9,2562192.361,3993.350586,1600.684966,0.008369053,0.8406739,3222.691586,1163.661688,3.62495E+12,1.34489E+12
10,5,5,0.001,5,15732665.35,2532862.269,3966.442405,1591.496864,0.006120417,0.839991506,3198.782293,1150.752749,3.63823E+12,1.62733E+12
1,1,5,0.001,7,14944005.28,2561519.826,3865.7477,1600.474875,0.008645486,0.830074054,3104.101336,1179.94434,7.2395E+12,2.72069E+12
1,2,5,0.001,7,15198021.64,2357232.627,3898.464011,1535.328182,0.008705492,0.846248952,3129.515215,1107.778047,7.24048E+12,2.67465E+12
1,3,5,0.001,7,15330479.61,2517434.469,3915.415638,1586.642515,0.008875599,0.837246401,3152.897041,1153.791853,1.08697E+13,4.37665E+12
1,4,5,0.001,7,15705850.81,2468380.509,3963.060788,1571.108051,0.008567762,0.844183417,3229.745816,1155.781088,53.92299951,11.72050115
1,5,5,0.001,7,15037779.25,2484561.957,3877.857559,1576.249332,0.007964679,0.8360946,3123.095497,1154.811709,3.63251E+12,1.43098E+12
2,1,5,0.001,7,15141389.41,2540958.003,3891.193828,1594.038269,0.007800505,0.833493666,3110.706643,1165.424087,1.08944E+13,4.30293E+12
2,2,5,0.001,7,15839708.03,2572295.482,3979.913068,1603.837735,0.008720447,0.839020776,3208.678523,1169.131632,3.61865E+12,1.40395E+12
2,3,5,0.001,7,15342808.54,2439840.564,3916.989729,1561.9989,0.008854635,0.84238631,3162.579338,1151.473161,7.24627E+12,2.77488E+12
2,4,5,0.001,7,14724309.08,2317091.729,3837.226744,1522.199635,0.008940609,0.844041883,3113.577066,1109.507874,50.06291141,11.30816362
2,5,5,0.001,7,15163375.31,2518901.902,3894.017887,1587.104881,0.008688133,0.835325757,3143.272798,1156.554402,7.23842E+12,2.72166E+12
3,1,5,0.001,7,15282980.41,2422130.224,3909.345267,1556.319448,0.008829196,0.842913836,3142.952769,1132.545621,54.48807017,12.16165702
3,2,5,0.001,7,15095082.7,2478811.495,3885.239079,1574.424179,0.006517817,0.836857134,3118.053443,1140.073835,3.63631E+12,1.43047E+12
3,3,5,0.001,7,15880608.26,2348037.962,3985.048088,1532.330892,0.008612872,0.853417793,3240.980186,1128.383862,57.69012741,11.94293953
3,4,5,0.001,7,14362921.62,2492300.241,3789.844537,1578.702075,0.007201992,0.827726504,3043.949286,1155.420371,7.22541E+12,2.97222E+12
3,5,5,0.001,7,15607801.79,2647916.255,3950.671056,1627.241916,0.008534214,0.831794483,3193.160673,1195.6978,1.80834E+13,6.80325E+12
4,1,5,0.001,7,15398395.96,2519416.125,3924.078995,1587.266873,0.008377819,0.837755249,3172.516073,1164.622335,3.61516E+12,1.34441E+12
4,2,5,0.001,7,15168206.8,2387921.616,3894.638212,1545.29014,0.007713259,0.843784899,3132.218421,1121.290901,3.63127E+12,1.62675E+12
4,3,5,0.001,7,15286454.6,2485925.487,3909.789585,1576.681797,0.008818868,0.838811385,3145.163659,1156.559078,7.24146E+12,2.67618E+12
4,4,5,0.001,7,15131261.5,2467930.66,3889.892222,1570.964882,0.008559592,0.838294634,3141.977021,1144.122696,1.08864E+13,4.12612E+12
4,5,5,0.001,7,15235716.14,2527950.814,3903.295549,1589.953085,0.008373173,0.835466622,3147.782895,1165.511684,3.61777E+12,1.43098E+12
5,1,5,0.001,7,15353746.59,2439216.203,3918.385712,1561.799028,0.008722872,0.842517967,3173.561201,1129.083643,1.08725E+13,4.15116E+12
5,2,5,0.001,7,14841088.61,2609792.14,3852.413348,1615.48511,0.008921226,0.825719685,3097.476345,1165.243188,7.24254E+12,3.03071E+12
5,3,5,0.001,7,15101605.98,2352805.637,3886.078483,1533.885796,0.008271159,0.84549026,3129.384367,1132.086554,3.62925E+12,1.34594E+12
5,4,5,0.001,7,15353980.7,2449751.168,3918.415585,1565.168096,0.008884812,0.841866052,3164.760648,1164.183525,52.28812632,11.874076
5,5,5,0.001,7,15566547.03,2537576.503,3945.446366,1592.977245,0.007246425,0.838166541,3173.675141,1161.515514,7.22309E+12,2.6756E+12
6,1,5,0.001,7,15203847.06,2493001.94,3899.211081,1578.924298,0.008734208,0.837460379,3152.554018,1154.036783,7.24414E+12,2.95699E+12
6,2,5,0.001,7,15547305.46,2560272.379,3943.00716,1600.085116,0.008876106,0.836785407,3162.878812,1176.852351,54.30896918,12.15302435
6,3,5,0.001,7,14803209.03,2429237.758,3847.493863,1558.601218,0.00873588,0.837331472,3084.10442,1133.64966,3.62497E+12,1.25413E+12
6,4,5,0.001,7,15208211.04,2495905.431,3899.77064,1579.843483,0.008425777,0.837267152,3160.048669,1163.586874,1.08519E+13,4.24296E+12
6,5,5,0.001,7,15447210.77,2410695.354,3930.29398,1552.641412,0.00877579,0.845309316,3178.349064,1123.973153,7.25253E+12,2.75088E+12
7,1,5,0.001,7,14913644.88,2366937.303,3861.818857,1538.485393,0.00856452,0.842649759,3113.300313,1140.014235,1.08812E+13,4.02058E+12
7,2,5,0.001,7,14845755.65,2536289,3853.019031,1592.573075,0.007243946,0.830394874,3096.790156,1173.17302,3.61086E+12,1.43047E+12
7,3,5,0.001,7,15917669.22,2399660.384,3989.69538,1549.083724,0.008894177,0.85058633,3248.910035,1121.913237,7.24324E+12,2.87052E+12
7,4,5,0.001,7,15261651.13,2535459.757,3906.616327,1592.312707,0.007976063,0.835192356,3130.127386,1152.282443,57.03441547,12.5793664
7,5,5,0.001,7,15282137.12,2550830.501,3909.237408,1597.131961,0.008814812,0.834555508,3150.316028,1164.72639,7.24474E+12,2.88191E+12
